iter	RMSE
252	0.05988149804
253	0.05983778732
254	0.0596344707
255	0.05936373782
256	0.05926518613
257	0.05912973782
258	0.05900597469
259	0.05887991589
260	0.05884587303
261	0.05869058621
262	0.05838838918
263	0.05834494674
264	0.05820566062
265	0.05802256396
266	0.05781208459
267	0.0576902004
268	0.05759622539
269	0.05741011624
270	0.0572217518
271	0.0571279935
272	0.05706525548
273	0.05683282727
274	0.05656643473
275	0.0564006209
276	0.05618872592
277	0.05592992116
278	0.05585337826
279	0.05573858143
280	0.05567351565
281	0.05564725166
282	0.05543609174
283	0.05520381197
284	0.05500345841
285	0.05492545183
286	0.05486626044
287	0.05481223621
288	0.05470510699
289	0.05452811252
290	0.0543904827
291	0.05433073358
292	0.05417351372
293	0.05400702604
294	0.05394790383
295	0.05379596546
296	0.05367869263
297	0.05354497886
298	0.0535031867
299	0.05331849953
300	0.0532478513
301	0.05318260285
302	0.05298165141
303	0.05275316305
304	0.05258379616
305	0.05254503414
306	0.0524956477
307	0.05240844723
308	0.05230289536
309	0.05225803335
310	0.0520864206
311	0.05200127368
312	0.05187873662
313	0.05162372278
314	0.0515562199
315	0.0513847267
316	0.05122139529
317	0.05115924358
318	0.05095620939
319	0.0508577242
320	0.05062605673
321	0.05041348641
322	0.05013917435
323	0.05005243944
324	0.05002731436
325	0.04998179661
326	0.04976314058
327	0.04970871903
328	0.04947600663
329	0.04930648734
330	0.04913962932
331	0.04900523061
332	0.04896009074
333	0.04879866315
334	0.04865211358
335	0.04863513601
336	0.04860938784
337	0.04836550931
338	0.04819072409
339	0.04801432219
340	0.04788727379
341	0.04771380607
342	0.04759214921
343	0.04740217027
344	0.04718264711
345	0.0470845241
346	0.04687981262
347	0.04681810902
348	0.04677519926
349	0.04665043442
350	0.04649063729
351	0.04647245409
352	0.04639764318
353	0.04633192298
354	0.04613783417
355	0.04593786239
356	0.04589174413
357	0.0458024222
358	0.04565487785
359	0.04561372823
360	0.04559395351
361	0.04541684759
362	0.04534864057
363	0.04523596787
364	0.04509748171
365	0.0450837522
366	0.04491579262
367	0.0447265219
368	0.04462606053
369	0.04460159935
370	0.04458418508
371	0.04439838395
372	0.04431251747
373	0.04417462798
374	0.044032008
375	0.04389864742
376	0.04373825396
377	0.04372098452
378	0.04355221283
379	0.04337053914
380	0.04325950972
381	0.0431133065
382	0.04305990042
383	0.0429302941
384	0.0428435935
385	0.04282401055
386	0.04268500362
387	0.04250121131
388	0.04237375516
389	0.04222528255
390	0.04210732703
391	0.04197071487
392	0.04177666574
393	0.0416668542
394	0.04158276593
395	0.04144522609
396	0.04127369943
397	0.04126372492
398	0.04113103984
399	0.04094809385
400	0.04090120493
401	0.04089003212
402	0.04079503352
403	0.04073404124
404	0.04063020369
405	0.04058279418
406	0.04043636328
407	0.04024102073
408	0.04012152333
409	0.03997529748
410	0.03985240168
411	0.03976810402
412	0.03959962637
413	0.03943722157
414	0.03929740742
415	0.03918210241
416	0.03916638518
417	0.03899537619
418	0.03885356579
419	0.03874638883
420	0.03864439861
421	0.03856161056
422	0.03854383485
423	0.03836686485
424	0.0382452401
425	0.0382172431
426	0.0380814178
427	0.03801019435
428	0.03799655705
429	0.03785024377
430	0.03781204994
431	0.03776473585
432	0.03768511939
433	0.03766600297
434	0.03757352686
435	0.03746827352
436	0.03737122002
437	0.03728530106
438	0.03723600952
439	0.03716929464
440	0.03704588446
441	0.03698742947
442	0.03694886617
443	0.03678153831
444	0.03669993667
445	0.03659559059
446	0.03658476648
447	0.03650504418
448	0.03639399133
449	0.03634657658
450	0.0363028026
451	0.03628628502
452	0.03627217634
453	0.03618062649
454	0.03604739409
455	0.03602430469
456	0.0358949693
457	0.03585812752
458	0.03583124457
459	0.03576293983
460	0.03566906397
461	0.03564095535
462	0.03553935054
463	0.03543776808
464	0.03540277494
465	0.03527255755
466	0.03526001367
467	0.0351375913
468	0.03509813516
469	0.03497658845
470	0.03488991414
471	0.03487119176
472	0.03483030846
473	0.03466502377
474	0.03461237043
475	0.03458821103
476	0.03455300129
477	0.0344176106
478	0.03435908763
479	0.03415725506
480	0.03410561675
481	0.03404912107
482	0.03402052125
483	0.03395589036
484	0.03388441469
485	0.03387365469
486	0.03374984915
487	0.03363928644
488	0.0336297826
489	0.03356594374
490	0.03355708978
491	0.03354835117
492	0.03347712314
493	0.03342605164
494	0.03333291138
495	0.03322093748
496	0.03314549495
497	0.03306491356
498	0.03298538944
499	0.03284791965
500	0.03273307896
501	0.03272577052
502	0.03261354566
503	0.03259917609
504	0.03252829991
505	0.03251941506
506	0.03240552239
507	0.0323477824
508	0.0323383286
509	0.03224446288
510	0.03212712659
511	0.03201937489
512	0.03194253975
513	0.03188253964
514	0.03177876498
515	0.03163743465
516	0.03153011526
517	0.03142413355
518	0.03128466832
519	0.03127259788
520	0.0311718107
521	0.03114860121
522	0.03105189885
523	0.03104425946
524	0.03093218848
525	0.03088415666
526	0.03085871603
527	0.03085039728
528	0.03078764506
529	0.03078043292
530	0.03072044167
531	0.03064481292
532	0.03053124266
533	0.03042121474
534	0.03041406725
535	0.03033151778
536	0.03029053518
537	0.03023469402
538	0.03012874392
539	0.0301199211
540	0.03003701788
541	0.0299416605
542	0.0298459307
543	0.02975520594
544	0.02969902119
545	0.02969254793
546	0.02968593276
547	0.02967163261
548	0.02957364154
549	0.02953025759
550	0.0294592354
551	0.02939655355
552	0.02932359196
553	0.02927867967
554	0.02922340008
555	0.02916892051
556	0.02909144174
557	0.02907537203
558	0.02901751749
559	0.02892027232
560	0.02890352533
561	0.02889682391
562	0.02882317717
563	0.02878743375
564	0.02867951233
565	0.0285882887
566	0.02855971538
567	0.02849295533
568	0.02848768672
569	0.02845051854
570	0.02832890924
571	0.02820449055
572	0.02812203695
573	0.02806224006
574	0.027993114
575	0.02798859344
576	0.02797268125
577	0.02796706007
578	0.02791405534
579	0.02784842938
580	0.02778943705
581	0.02778215419
582	0.02770436749
583	0.02759188347
584	0.02756193322
585	0.02746896425
586	0.02745892584
587	0.02742603207
588	0.02734167874
589	0.02720968699
590	0.02713223588
591	0.02700092159
592	0.02692666111
593	0.02687075684
594	0.02680668295
595	0.02674930665
596	0.02671315839
597	0.0266432837
598	0.02662050448
599	0.02661561653
600	0.02656365626
601	0.02648392473
602	0.02642004129
603	0.02634729646
604	0.02628671257
605	0.0262767053
606	0.02621034599
607	0.02615352317
608	0.02613210016
609	0.02597543392
610	0.02593338458
611	0.02579400788
612	0.025747363
613	0.02570351213
614	0.02564003216
615	0.02557840101
616	0.0255284532
617	0.0254578922
618	0.02545059081
619	0.02534597227
620	0.02526638326
621	0.02525337572
622	0.02519480906
623	0.02513714706
624	0.0250680289
625	0.02499459798
626	0.02493657828
627	0.02487595223
628	0.02487134683
629	0.02486558672
630	0.02475237875
631	0.02474518933
632	0.02469303114
633	0.02468444495
634	0.02465559287
635	0.02461162049
636	0.0245973267
637	0.02452883592
638	0.02447405107
639	0.02443830904
640	0.02442988645
641	0.02438956307
642	0.02429749199
643	0.02426900184
644	0.02421681034
645	0.02417420608
646	0.02413065814
647	0.0240474903
648	0.02400624269
649	0.02394907596
650	0.02388981753
651	0.0237871859
652	0.0237488162
653	0.02370637628
654	0.02368623613
655	0.0236370584
656	0.02351444741
657	0.02350938324
658	0.02345093031
659	0.02332216554
660	0.02322596261
661	0.02318401275
662	0.02308313407
663	0.02303359204
664	0.02293476379
665	0.02292862644
666	0.022868877
667	0.02279645601
668	0.02275046463
669	0.02267444542
670	0.02262589099
671	0.02253643038
672	0.02250407451
673	0.02247229679
674	0.0223889147
675	0.02235038553
676	0.0223120475
677	0.02226374405
678	0.02224990009
679	0.02220299082
680	0.0221778729
681	0.0221737585
682	0.02212724455
683	0.02208199564
684	0.02206466436
685	0.02197846507
686	0.02191810031
687	0.02188533846
688	0.02180796726
689	0.0217583804
690	0.02169706878
691	0.02165671941
692	0.02160187539
693	0.02155950065
694	0.02151281937
695	0.02149832053
696	0.02145150141
697	0.02136869218
698	0.02128073643
699	0.02120310742
700	0.02119785926
701	0.02119184208
702	0.02111242562
703	0.02105848248
704	0.02104059219
705	0.02095900617
706	0.02090822027
707	0.0209034313
708	0.02082566158
709	0.02076203665
710	0.0207079953
711	0.0206711628
712	0.02062327637
713	0.02055563712
714	0.02051908368
715	0.02048783007
716	0.02042891643
717	0.02034430534
718	0.02029256164
719	0.02023223729
720	0.0201820006
721	0.02014268812
722	0.02011107521
723	0.02005126929
724	0.01998299322
725	0.0199060905
726	0.01986065966
727	0.01984507978
728	0.01979578609
729	0.01975378528
730	0.01974309683
731	0.0197030542
732	0.01968021094
733	0.01961961336
734	0.01959520346
735	0.01956998814
736	0.01948940176
737	0.01944579075
738	0.01937257263
739	0.01931579081
740	0.01927832763
741	0.01924030749
742	0.0191816796
743	0.01909463779
744	0.01901885058
745	0.01896944801
746	0.01892681753
747	0.01888885658
748	0.01884588759
749	0.0188294514
750	0.01877578365
751	0.0187109216
752	0.01863838169
753	0.01863264203
754	0.01859952974
755	0.01857248592
756	0.01852493829
757	0.01846217107
758	0.01839037678
759	0.01830628463
760	0.01826027735
761	0.01825057149
762	0.0182282287
763	0.0181928162
764	0.01813137495
765	0.01811672383
766	0.01810998148
767	0.01805879005
768	0.01802322948
769	0.01799083835
770	0.0179796065
771	0.01793709959
772	0.0179004326
773	0.01784872015
774	0.01779942075
775	0.01774600563
776	0.01771690411
777	0.01767133027
778	0.01763222293
779	0.01756227558
780	0.01752000402
781	0.01748001169
782	0.01744940869
783	0.01741174655
784	0.01739760986
785	0.01735989737
786	0.01728893479
787	0.01724064425
788	0.0171791969
789	0.01713193676
790	0.0171260479
791	0.01708330125
792	0.01701503825
793	0.01697713213
794	0.01696199302
795	0.01690812661
796	0.01687130745
797	0.01683208186
798	0.01677611596
799	0.01672843552
800	0.01666671785
801	0.01659619948
802	0.01656219814
803	0.01651094588
804	0.01648199666
805	0.01647596324
806	0.01646735381
807	0.01643477483
808	0.01642985404
809	0.01642443465
810	0.01640968838
811	0.01638180813
812	0.01636807806
813	0.01635434083
814	0.01634650218
815	0.01634045199
816	0.01629769216
817	0.01625208611
818	0.01616680244
819	0.01616308194
820	0.01613119301
821	0.01610695974
822	0.01605588269
823	0.01604294365
824	0.01603890386
825	0.01597567405
826	0.01596876891
827	0.01592332184
828	0.01588242535
829	0.01585021311
830	0.01576336068
831	0.01573330639
832	0.01572103312
833	0.01566955138
834	0.01561306632
835	0.01557501893
836	0.01553347854
837	0.01549908515
838	0.01549386855
839	0.01546620403
840	0.01541457887
841	0.01539525828
842	0.01537777521
843	0.01533401653
844	0.01529098157
845	0.01526862494
846	0.01523592911
847	0.01520405575
848	0.01515482899
849	0.01510254296
850	0.01507408354
851	0.01502610825
852	0.01499733878
853	0.01495740652
854	0.01491905184
855	0.01489670794
856	0.01483535065
857	0.01478674719
858	0.01474285108
859	0.01470657977
860	0.01467528978
861	0.0146497522
862	0.01464613097
863	0.01459626053
864	0.01457553803
865	0.01453520794
866	0.0144989738
867	0.01444385206
868	0.01442284787
869	0.01440271617
870	0.01436942881
871	0.01432522704
872	0.01428829283
873	0.0142846938
874	0.01428089583
875	0.01427675698
876	0.01425449523
877	0.01421777708
878	0.01421538052
879	0.01419120711
880	0.01412406404
881	0.01412305678
882	0.01409464703
883	0.01409278675
884	0.0140636316
885	0.01401523782
886	0.01397778255
887	0.01392153205
888	0.01389323696
889	0.0138359564
890	0.01381233903
891	0.01376138443
892	0.01373291334
893	0.01370913911
894	0.01365869743
895	0.01359122856
896	0.01358247157
897	0.01357320861
898	0.01355241277
899	0.01354674137
900	0.01350875861
901	0.01348314312
902	0.01343935205
903	0.01342394572
904	0.01340471152
905	0.01339915906
906	0.01338707112
907	0.01334609846
908	0.01334165997
909	0.0133113014
910	0.01327019615
911	0.01324472111
912	0.01320213999
913	0.01317539006
914	0.01316697666
915	0.01316480774
916	0.01314283065
917	0.01309959185
918	0.01304798054
919	0.01302529513
920	0.01300160002
921	0.01299930021
922	0.01299289599
923	0.01293966018
924	0.01288489858
925	0.01284533798
926	0.01280342053
927	0.01280202998
928	0.01277407768
929	0.0127732893
930	0.01275884246
931	0.01271118297
932	0.01268574145
933	0.01266269658
934	0.01263676112
935	0.01260739789
936	0.01257233522
937	0.01256813054
938	0.01253937271
939	0.01248058279
940	0.01245717853
941	0.01245449671
942	0.01242784246
943	0.01242721942
944	0.01240882991
945	0.01239767242
946	0.01236885666
947	0.01235754729
948	0.01234063871
949	0.01233270197
950	0.01232833481
951	0.01228703903
952	0.01225976748
953	0.01223216531
954	0.01219180479
955	0.01215249048
956	0.01211213505
957	0.01206869373
958	0.01204822309
959	0.01202719826
960	0.0120150524
961	0.01201302555
962	0.01200779231
963	0.011980351
964	0.01197952635
965	0.01195263092
966	0.01194956594
967	0.01192476612
968	0.01192072338
969	0.0118952491
970	0.01184236089
971	0.0118132975
972	0.01178074477
973	0.01173858435
974	0.01172927224
975	0.01170018341
976	0.011686478
977	0.01166953376
978	0.01166042652
979	0.01163286968
980	0.01160951823
981	0.01158487954
982	0.01155187874
983	0.01152654479
984	0.01150605973
985	0.01148183129
986	0.01144914625
987	0.01140343531
988	0.01136274049
989	0.01134886002
990	0.01131637349
991	0.01129766309
992	0.01128444715
993	0.01126578228
994	0.01124077245
995	0.01123105234
996	0.01121349713
997	0.01119209372
998	0.0111859612
999	0.01116414787
1000	0.01112290004
1001	0.01110548929
1002	0.01107046724
1003	0.01104914175
1004	0.01102582107
1005	0.01100913282
1006	0.01099022255
1007	0.01098847492
1008	0.01094959707
1009	0.01092280191
1010	0.01090747801
1011	0.01086593308
1012	0.01084021943
1013	0.01082091622
1014	0.01080411128
1015	0.01078196981
1016	0.01078009696
1017	0.01073348379
1018	0.01073141432
1019	0.01071514891
1020	0.01068447066
1021	0.01065800514
1022	0.01064118774
1023	0.01059567889
1024	0.01057895711
1025	0.01056398323
1026	0.01052937984
1027	0.01050860526
1028	0.01047472999
1029	0.01045164825
1030	0.0104362416
1031	0.01041151934
1032	0.01039671751
1033	0.01036439094
1034	0.01031981988
1035	0.01029876666
1036	0.01027116639
1037	0.01025480266
1038	0.01023555721
1039	0.01022396338
1040	0.01022206629
1041	0.01017834538
1042	0.01017536325
1043	0.01016723205
1044	0.01014430074
1045	0.01014219119
1046	0.01013036854
1047	0.01011095011
1048	0.01010927156
1049	0.01008178009
1050	0.0100622038
1051	0.01003998665
1052	0.01002842428
1053	0.01000943065
1054	0.009986152616
1055	0.00996050783
1056	0.009945843341
1057	0.009943908677
1058	0.009928372877
1059	0.009908328723
1060	0.009887995005
1061	0.00988587378
1062	0.009878352916
1063	0.009853553555
1064	0.00983240098
1065	0.009800359817
1066	0.009781348629
1067	0.009760460425
1068	0.009759375063
1069	0.009744552911
1070	0.009726413213
1071	0.009695834067
1072	0.00966968437
1073	0.009654053934
1074	0.009637781898
1075	0.009621180608
1076	0.00961566378
1077	0.009595182954
1078	0.009594127551
1079	0.009575302289
1080	0.009560714758
1081	0.009541896317
1082	0.009524876154
1083	0.009502160994
1084	0.009476297064
1085	0.009466461717
1086	0.009448029368
1087	0.00942922387
1088	0.009425161359
1089	0.009422731402
1090	0.009405145639
1091	0.009392317495
1092	0.009367246706
1093	0.009351494409
1094	0.009326000843
1095	0.009319637382
1096	0.009301740629
1097	0.009267669126
1098	0.009258613089
1099	0.009257281223
1100	0.009239779503
1101	0.009209030409
1102	0.009184255679
1103	0.009143295042
1104	0.00912643496
1105	0.009106081523
1106	0.009095277282
1107	0.009077804615
1108	0.009047468303
1109	0.009038119361
1110	0.009015401591
1111	0.008992395154
1112	0.008962648021
1113	0.008940030983
1114	0.008928659007
1115	0.008902993988
1116	0.008886741993
1117	0.00887984163
1118	0.008848058324
1119	0.008830033915
1120	0.008804513832
1121	0.008778644179
1122	0.008777171221
1123	0.008758721996
1124	0.008736822412
1125	0.00872275596
1126	0.0087161829
1127	0.008712063364
1128	0.008708269721
1129	0.008691799013
1130	0.00865778451
1131	0.008631912395
1132	0.008602057405
1133	0.008573040218
1134	0.008559725435
1135	0.008538002464
1136	0.008517353496
1137	0.008508129507
1138	0.008496257155
1139	0.008469674793
1140	0.008449666481
1141	0.008442648178
1142	0.008422163893
1143	0.008405572824
1144	0.008395374603
1145	0.00837384598
1146	0.008360541828
1147	0.008355563067
1148	0.008351490356
1149	0.008330935875
1150	0.008327660211
1151	0.008297433454
1152	0.008278570082
1153	0.008269296513
1154	0.008255966839
1155	0.008239399972
1156	0.008237527232
1157	0.008220489523
1158	0.008189214517
1159	0.008168153105
1160	0.008144720977
1161	0.008136931601
1162	0.008134737867
1163	0.008125790676
1164	0.008105251207
1165	0.008096424798
1166	0.008083828298
1167	0.008069297521
1168	0.008047708815
1169	0.008035257315
1170	0.008016682571
1171	0.008006292585
1172	0.008004604778
1173	0.007988236494
1174	0.00797057218
1175	0.007947508786
1176	0.007934977086
1177	0.007913962529
1178	0.007884069661
1179	0.007871636641
1180	0.007870794558
1181	0.007857348463
1182	0.007835726645
1183	0.00782642748
1184	0.007824588493
1185	0.007795084531
1186	0.007785058861
1187	0.007776645474
1188	0.007764459797
1189	0.007729270803
1190	0.007711012048
1191	0.007698662965
1192	0.007685932126
1193	0.007670149039
1194	0.007662199131
1195	0.007644650814
1196	0.007634938569
1197	0.007619443199
1198	0.007618569206
1199	0.007602275619
1200	0.00758443388
1201	0.007582347537
1202	0.007564040504
1203	0.007553209668
1204	0.007539401417
1205	0.0075241374
1206	0.007498933856
1207	0.00748155195
1208	0.007473592819
1209	0.007452892761
1210	0.007437031581
1211	0.00742784733
1212	0.007425363794
1213	0.007407383512
1214	0.007379859147
1215	0.007363092439
1216	0.007345859524
1217	0.007331323114
1218	0.007329746624
1219	0.007312039635
1220	0.007306014615
1221	0.007274868172
1222	0.007253725237
1223	0.007243824936
1224	0.007224916958
1225	0.007208886513
1226	0.007206921655
1227	0.007188966353
1228	0.007165346499
1229	0.007140764648
1230	0.007137808552
1231	0.007124352465
1232	0.0071092271
1233	0.007096328316
1234	0.007077189054
1235	0.007061074924
1236	0.007041166864
1237	0.007012547921
1238	0.00700606547
1239	0.006991479316
1240	0.006975110902
1241	0.006967857082
1242	0.006952173315
1243	0.006947355394
1244	0.006925296498
1245	0.006912095493
1246	0.006911136137
1247	0.006896444429
1248	0.006890152473
1249	0.006874785726
1250	0.006857563018
1251	0.006840735582
1252	0.006826792859
1253	0.006823094316
1254	0.006801216453
1255	0.006782051563
1256	0.006773458953
1257	0.006759802896
1258	0.006759170228
1259	0.006739510185
1260	0.006730706528
1261	0.006714634829
1262	0.006708649142
1263	0.006696998041
1264	0.006688206342
1265	0.00667810828
1266	0.006666028811
1267	0.006649764768
1268	0.006648612669
1269	0.006637074497
1270	0.006619363351
1271	0.006606853767
1272	0.00659261035
1273	0.006568601407
1274	0.006557944547
1275	0.00653396039
1276	0.006511161678
1277	0.006499081017
1278	0.006479935216
1279	0.006471379869
1280	0.006458478472
1281	0.00645755392
1282	0.00644696032
1283	0.006446225339
1284	0.006429465394
1285	0.006420380276
1286	0.006405573737
1287	0.006396285053
1288	0.00639181599
1289	0.006390835434
1290	0.006370254268
1291	0.006361889551
1292	0.006347591939
1293	0.006327581863
1294	0.006309582065
1295	0.00630450183
1296	0.006284159171
1297	0.006277960986
1298	0.006270428132
1299	0.006259610459
1300	0.00624990645
1301	0.006245661192
1302	0.006230329748
1303	0.006214142771
1304	0.006199398738
1305	0.006198551465
1306	0.006186603856
1307	0.006170016569
1308	0.006168938334
1309	0.006167910431
1310	0.006160713013
1311	0.006155347791
1312	0.006131392948
1313	0.006129561865
1314	0.006117436677
1315	0.006108075278
1316	0.006096870067
1317	0.006090962923
1318	0.006078965394
1319	0.006059963483
1320	0.006042431573
1321	0.006040923305
1322	0.006040038145
1323	0.006039234451
1324	0.006034295411
1325	0.006025375019
1326	0.006010585704
1327	0.005994066896
1328	0.005984451868
1329	0.005964444742
1330	0.005955408025
1331	0.005928170434
1332	0.005919570793
1333	0.005898165053
1334	0.005890662138
1335	0.005878120142
1336	0.005864756266
1337	0.005854247263
1338	0.005850767427
1339	0.005835305385
1340	0.005822410854
1341	0.005809463452
1342	0.005792394284
1343	0.005788871168
1344	0.005784993725
1345	0.00577448213
1346	0.005762974751
1347	0.005754776225
1348	0.005742837926
1349	0.005731917104
1350	0.005730754139
1351	0.005716817258
1352	0.005711677519
1353	0.00570212258
1354	0.005697522761
1355	0.005687923717
1356	0.005673551553
1357	0.005658702813
1358	0.005645388217
1359	0.00564246264
1360	0.005627145379
1361	0.005621636601
1362	0.005608702616
1363	0.00560713984
1364	0.005594034854
1365	0.005589315536
1366	0.005577787533
1367	0.00557486793
1368	0.005564137388
1369	0.005559867326
1370	0.005544472322
1371	0.005536903893
1372	0.005532676102
1373	0.005524461452
1374	0.005513879877
1375	0.005498067998
1376	0.005477539408
1377	0.005476276357
1378	0.005473149761
1379	0.005458052179
1380	0.005453421778
1381	0.005438081812
1382	0.005434596059
1383	0.005426694184
1384	0.005415756212
1385	0.005402438262
1386	0.00538731702
1387	0.005386457102
1388	0.005383936918
1389	0.005383028528
1390	0.005371573487
1391	0.005361519715
1392	0.005344040115
1393	0.005343277957
1394	0.005334273371
1395	0.005333266416
1396	0.005312628171
1397	0.005299482369
1398	0.005294085058
1399	0.005282851022
1400	0.005260209358
1401	0.005241984419
1402	0.005235150311
1403	0.005219772001
1404	0.005208879548
1405	0.005203921252
1406	0.005187283569
1407	0.005179398242
1408	0.005178639242
1409	0.005169605355
1410	0.005154018816
1411	0.005139805709
1412	0.005129680428
1413	0.005116848579
1414	0.005116354074
1415	0.00511308172
1416	0.005105448599
1417	0.005101905442
1418	0.005083139306
1419	0.005057511529
1420	0.005051743524
1421	0.005038588428
1422	0.005028456745
1423	0.005015373963
1424	0.005006294312
1425	0.004991716641
1426	0.004991176548
1427	0.004973647998
1428	0.004964319409
1429	0.004953795062
1430	0.004945119237
1431	0.004935626593
1432	0.004922393007
1433	0.004918577608
1434	0.004908772023
1435	0.004894309493
1436	0.004883753817
1437	0.004874380905
1438	0.004864223939
1439	0.004851938919
1440	0.004846882381
1441	0.00483846845
1442	0.004831655537
1443	0.004820512552
1444	0.004812897158
1445	0.004804417439
1446	0.004801784256
1447	0.004787000982
1448	0.004769598546
1449	0.004768810302
1450	0.004759974473
1451	0.004751576135
1452	0.004747581566
1453	0.004733946213
1454	0.004724123062
1455	0.004717453748
1456	0.004712314101
1457	0.004703123927
1458	0.004699167865
1459	0.004689982194
1460	0.004689472823
1461	0.004678685439
1462	0.004668559262
1463	0.004663590228
1464	0.004652366743
1465	0.004638914698
1466	0.004628317909
1467	0.004615380146
1468	0.004606337725
1469	0.004597774054
1470	0.00459743608
1471	0.004586685164
1472	0.004579754947
1473	0.004569063938
1474	0.004557975562
1475	0.00455237393
1476	0.004541579046
1477	0.004523445788
1478	0.004511411165
1479	0.004506601154
1480	0.004494287355
1481	0.004485875544
1482	0.004472917177
1483	0.004462149075
1484	0.004454872499
1485	0.004442152577
1486	0.004430440423
1487	0.004425418211
1488	0.004417721489
1489	0.00440533641
1490	0.004396888743
1491	0.004389094119
1492	0.004377613491
1493	0.004369801401
1494	0.004360064055
1495	0.004355619645
1496	0.0043518392
1497	0.004345047853
1498	0.004331915516
